"FID","Data_Year","eGRID_subregion_acronym","Plant_annual_net_generation__MW","Plant_annual_CO2_emissions__ton","Plant_annual_coal_net_generatio","Plant_annual_oil_net_generation","Plant_annual_gas_net_generation","Plant_annual_other_fossil_net_g","Plant_annual_nuclear_net_genera","Plant_annual_hydro_net_generati","Plant_annual_biomass_net_genera","Plant_annual_wind_net_generatio","Plant_annual_solar_net_generati"
"4070","2023","NEWE","4885",,"0","0","0","0","0","0","0","0","4885"
"4071","2023","NEWE","1980",,"0","0","0","0","0","0","0","0","1980"
"4072","2023","NEWE","5494",,"0","0","0","0","0","0","0","0","5494"
"4073","2023","NEWE","2019",,"0","0","0","0","0","0","0","0","2019"
"4074","2023","NEWE","1985",,"0","0","0","0","0","0","0","0","1985"
"4075","2023","NEWE","5279",,"0","0","0","0","0","0","0","0","5315"
"4076","2023","NEWE","1267",,"0","0","0","0","0","0","0","0","1267"
"4077","2023","NEWE","12081",,"0","0","0","0","0","0","0","0","12081"
"4078","2023","NEWE","4913",,"0","0","0","0","0","0","0","0","4913"
"4079","2023","NEWE","6462",,"0","0","0","0","0","0","0","0","6541"
"4080","2023","NEWE","3256",,"0","0","0","0","0","0","0","0","3256"
"4081","2023","NEWE","6993",,"0","0","0","0","0","0","0","0","6993"
"4082","2023","NEWE","3082",,"0","0","0","0","0","0","0","0","3082"
"4083","2023","NEWE","1172",,"0","0","0","0","0","0","0","0","1179"
"4084","2023","NEWE","394435",,"0","0","0","0","0","394435","0","0","0"
"4085","2023","NEWE","6054",,"0","0","0","0","0","6054","0","0","0"
"4086","2023","NEWE","2460",,"0","0","0","0","0","0","0","2460","0"
"4087","2023","NEWE","59780","63193.07","0","33605.07","26174.93","0","0","0","0","0","0"
"4088","2023","NEWE","6391",,"0","0","0","0","0","0","0","0","6391"
"4089","2023","NEWE","7043",,"0","0","0","0","0","0","0","7043","0"
"4090","2023","NEWE","2026",,"0","0","0","0","0","0","0","0","2026"
"4091","2023","NEWE","1746",,"0","0","0","0","0","0","0","0","1746"
"4092","2023","NEWE","2816",,"0","0","0","0","0","0","0","0","2816"
"4093","2023","NEWE","3950",,"0","0","0","0","0","0","0","0","3950"
"4094","2023","NEWE","3779",,"0","0","0","0","0","0","0","0","3779"
"4095","2023","NEWE","340","221.505","0","0","340","0","0","0","0","0","0"
"4096","2023","NEWE","3404",,"0","0","0","0","0","0","0","0","3420"
"4097","2023","NEWE","1134",,"0","0","0","0","0","0","0","1134","0"
"4098","2023","NEWE","5450",,"0","0","0","0","0","0","0","0","5450"
"4099","2023","NEWE","2292",,"0","0","0","0","0","0","0","0","2292"
"4100","2023","NEWE","7371",,"0","0","0","0","0","7371","0","0","0"
"4101","2023","NEWE","417","255.519","0","308.226","108.774","0","0","0","0","0","0"
"4102","2023","RFCW","6068",,"0","0","0","0","0","0","0","0","6068"
"4103","2023","SRMV","231112.9","82082.52","0","0","231112.9","0","0","0","0","0","0"
"4104","2023","SRMV",,,,,,,,,,,
"4105","2023","RFCW","1183955",,"0","0","0","0","0","0","0","1183955","0"
"4106","2023","RFCW","24873","0","0","0","0","0","0","0","24873","0","0"
"4107","2023","RFCW","3422",,"0","0","0","0","0","0","0","0","3422"
"4108","2023","SRMW","321384",,"0","0","0","0","0","0","0","321384","0"
"4109","2023","RFCW","4066",,"0","0","0","0","0","0","0","0","4066"
"4110","2023","RFCW","84834",,"0","0","0","0","0","0","0","84834","0"
"4111","2023","RFCW","318802",,"0","0","0","0","0","0","0","318802","0"
"4112","2023","RFCW","239364","248976.9","0","0","239364","0","0","0","0","0","0"
"4113","2023","SRMW","169974","102620.3","0","0","169974","0","0","0","0","0","0"
"4114","2023","SPSO","45956","30663.27","0","0","45956","0","0","0","0","0","0"
"4115","2023","SRMV","-1089","0","0","0","-1089","0","0","0","0","0","0"
"4116","2023","SPSO","370557","28379.78","0","0","48902.35","0","0","0","321654.7","0","0"
"4117","2023","SRMV","94308",,"0","0","0","0","0","0","0","0","94308"
"4118","2023","SPSO","32930",,"0","0","0","0","0","0","0","0","0"
"4119","2023","SRMV","118026",,"0","0","0","0","0","0","0","0","118026"
"4120","2023","SPSO","183157","90693.1","0","0","183157","0","0","0","0","0","0"
"4121","2023","SRMV","45140.76","13760.69","0","0","45140.76","0","0","0","0","0","0"
"4122","2023","SRMV","1801995","736677.8","0","0","1546563","255431.8","0","0","0","0","0"
"4123","2023","SRMV","163887",,"0","0","0","0","0","0","0","0","0"
"4124","2023","SRMV","181373","116421","0","0","181373","0","0","0","0","0","0"
"4125","2023","NEWE","4123",,"0","0","0","0","0","0","0","0","4123"
"4126","2023","SRMV","5900917","2313247","0","0","5900917","0","0","0","0","0","0"
"4127","2023","SPSO","139249","98840.2","0","0","139249","0","0","0","0","0","0"
"4128","2023","SRMV","575976","385836","0","0","575976","0","0","0","0","0","0"
"4129","2023","SRMV","3134763","958867.4","0","0","2134778","999984.8","0","0","0","0","0"
"4130","2023","SRMV",,,,,,,,,,,
"4131","2023","SRMV","23150","7583.227","0","0","23150","0","0","0","0","0","0"
"4132","2023","SRMV","46631","14311.87","0","0","46631","0","0","0","0","0","0"
"4133","2023","RFCW","982",,"0","0","0","0","0","0","0","0","982"
"4134","2023","RFCW","7970910","9041529","7942791","28118.79","0","0","0","0","0","0","0"
"4135","2023","SPSO","877466","188730.4","0","0","486712.5","18144.36","0","0","372609.1","0","0"
"4136","2023","NEWE","1552",,"0","0","0","0","0","0","0","0","1552"
"4137","2023","SRMV","-71713",,"0","0","0","0","0","0","0","0","0"
"4138","2023","SRMV","1740153","0","1509613","221097.8","9442.717","0","0","0","0","0","0"
"4139","2023","SPSO","11286","3861.951","0","0","0","0","0","0","0","0","0"
"4140","2023","SRMV","181619","186593.5","0","0","181619","0","0","0","0","0","0"
"4141","2023","SRMV","36226",,"0","0","0","0","0","0","0","0","36226"
"4142","2023","SPSO","0",,"0","0","0","0","0","0","0","0","0"
"4143","2023","SRMV","8048751","4084084","0","1587.893","8047163","0","0","0","0","0","0"
"4144","2023","SRMV","92769","28698.77","0","0","92769","0","0","0","0","0","0"
"4145","2023","SRMV","0",,"0","0","0","0","0","0","0","0","0"
"4146","2023","SRMV","3736012","1673380","0","0","3736012","0","0","0","0","0","0"
"4147","2023","SRMV",,,,,,,,,,,
"4148","2023","SRMV","6024","1446.268","0","0","6024","0","0","0","0","0","0"
"4149","2023","SRMV",,,,,,,,,,,
"4150","2023","SRMV","1735044","198016.9","0","0","1703382","31661.83","0","0","0","0","0"
"4151","2023","SRMV","2355.999",,"0","0","0","0","0","0","0","0","0"
"4152","2023","SRMV","4217187","1726793","0","0","4217187","0","0","0","0","0","0"
"4153","2023","SRMV","490914.9","78917.22","0","0","289927.5","0","0","0","200987.4","0","0"
"4154","2023","SRMV","4969129","1750754","0","0","4898809","70320.26","0","0","0","0","0"
"4155","2023","SRMV","48633","14365.65","0","0","48633","0","0","0","0","0","0"
"4156","2023","SRMV","2111359","799999.5","0","0","2111359","0","0","0","0","0","0"
"4157","2023","SPSO",,,,,,,,,,,
"4158","2023","SRMV","4391058",,"0","0","0","0","4391058","0","0","0","0"
"4159","2023","SRMV","560402","171967.3","0","0","560402","0","0","0","0","0","0"
"4160","2023","SRMV","707533",,"0","0","0","0","0","707533","0","0","0"
"4161","2023","SRMV","115992.7","18911.9","0","0","50509.9","0","0","0","65482.81","0","0"
"4162","2023","SRMV","5059476","2137373","0","0","5059476","0","0","0","0","0","0"
"4163","2023","SRMV","38988",,"0","0","0","0","0","0","0","0","38988"
"4164","2023","SPSO","218827",,"0","0","0","0","0","0","0","0","0"
"4165","2023","SRMV","0","0","0","0","0","0","0","0","0","0","0"
"4166","2023","SPSO","46525","30779.72","0","0","46525","0","0","0","0","0","0"
"4167","2023","SRMV","2631",,"0","0","0","0","0","0","0","0","2631"
"4168","2023","SRMV","1565",,"0","0","0","0","0","0","0","0","1565"
"4169","2023","SRMV","5917200","2467930","0","0","5848475","68725.27","0","0","0","0","0"
"4170","2023","SPSO","170563","116429.3","0","0","170563","0","0","0","0","0","0"
"4171","2023","SRMV","343098","186652.5","0","0","343098","0","0","0","0","0","0"
"4172","2023","SRMV","239694","158801.8","0","3210","236484","0","0","0","0","0","0"
"4173","2023","SRMV","7820399",,"0","0","0","0","7820399","0","0","0","0"
"4174","2023","SRMV","1479885","450926.8","0","0","1450490","29394.72","0","0","0","0","0"
"4175","2023","SRMV","412245.3","77196.58","0","0","154364.8","0","0","0","257880.5","0","0"
"4176","2023","NEWE","7024",,"0","0","0","0","0","0","0","0","7066"
"4177","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4178","2023","NEWE","1519",,"0","0","0","0","0","0","0","0","1519"
"4179","2023","NEWE","2102",,"0","0","0","0","0","0","0","0","2102"
"4180","2023","NEWE","1580",,"0","0","0","0","0","0","0","0","1580"
"4181","2023","NEWE","9769",,"0","0","0","0","0","0","0","0","9781"
"4182","2023","NEWE","3742",,"0","0","0","0","0","0","0","0","3759"
"4183","2023","NEWE","2971",,"0","0","0","0","0","0","0","0","2971"
"4184","2023","NEWE","5002",,"0","0","0","0","0","0","0","0","5002"
"4185","2023","NEWE","1328",,"0","0","0","0","0","0","0","0","1328"
"4186","2023","NEWE","4663",,"0","0","0","0","0","0","0","0","4885"
"4187","2023","NEWE","7506",,"0","0","0","0","0","0","0","0","7506"
"4188","2023","NEWE","7878",,"0","0","0","0","0","0","0","0","7975"
"4189","2023","NEWE","2436",,"0","0","0","0","0","0","0","0","2436"
"4190","2023","NEWE","1560",,"0","0","0","0","0","0","0","0","1560"
"4191","2023","SRSO","0",,"0","0","0","0","0","0","0","0","0"
"4192","2023","NEWE","3833",,"0","0","0","0","0","0","0","0","3833"
"4193","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4194","2023","NEWE","4479",,"0","0","0","0","0","0","0","0","4479"
"4195","2023","NEWE","12804",,"0","0","0","0","0","0","0","0","12822"
"4196","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4197","2023","NEWE","3938",,"0","0","0","0","0","0","0","0","3938"
"4198","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4199","2023","NEWE","6806",,"0","0","0","0","0","0","0","0","6892"
"4200","2023","NEWE","11019",,"0","0","0","0","0","0","0","0","11055"
"4201","2023","NEWE","3644",,"0","0","0","0","0","0","0","0","3644"
"4202","2023","NEWE","110",,"0","0","0","0","0","0","0","0","110"
"4203","2023","NEWE","7015",,"0","0","0","0","0","0","0","0","7060"
"4204","2023","NEWE","1481",,"0","0","0","0","0","0","0","0","1481"
"4205","2023","NEWE",,,,,,,,,,,
"4206","2023","NEWE","5843",,"0","0","0","0","0","0","0","0","5843"
"4207","2023","NEWE","-229",,"0","0","0","0","0","0","0","0","0"
"4208","2023","NEWE","1797",,"0","0","0","0","0","0","0","0","1797"
"4209","2023","NEWE","59",,"0","0","0","0","0","0","0","0","59"
"4210","2023","NEWE","4065",,"0","0","0","0","0","0","0","0","4065"
"4211","2023","NEWE","2546",,"0","0","0","0","0","0","0","0","2546"
"4212","2023","NEWE","3533",,"0","0","0","0","0","0","0","0","3533"
"4213","2023","NEWE","8479",,"0","0","0","0","0","0","0","0","8479"
"4214","2023","NEWE","2017",,"0","0","0","0","0","0","0","0","2017"
"4215","2023","NEWE","4169",,"0","0","0","0","0","0","0","0","4169"
"4216","2023","NEWE","5263",,"0","0","0","0","0","0","0","0","5263"
"4217","2023","SRMW","3524",,"0","0","0","0","0","0","0","0","3524"
"4218","2023","SRMW","3211",,"0","0","0","0","0","0","0","0","3211"
"4219","2023","RFCW","12846","0","0","0","0","0","0","0","12846","0","0"
"4220","2023","NEWE","4967",,"0","0","0","0","0","0","0","0","4967"
"4221","2023","RFCW","3646",,"0","0","0","0","0","0","0","0","3646"
"4222","2023","RFCW","4749",,"0","0","0","0","0","0","0","0","4749"
"4223","2023","NEWE","1056",,"0","0","0","0","0","0","0","0","1056"
"4224","2023","RFCW","666.998","491.518","0","667","0","0","0","0","0","0","0"
"4225","2023","NEWE","6728",,"0","0","0","0","0","0","0","0","6728"
"4226","2023","RFCW",,"0",,,,,,,,,
"4227","2023","NEWE","7335",,"0","0","0","0","0","0","0","0","7335"
"4228","2023","RFCW","2091",,"0","0","0","0","0","0","0","0","2091"
"4229","2023","NEWE","476.001","406.272","0","476","0","0","0","0","0","0","0"
"4230","2023","SRMW","18.999","31.113","0","19","0","0","0","0","0","0","0"
"4231","2023","NEWE","12218",,"0","0","0","0","0","0","0","12218","0"
"4232","2023","NEWE","2476",,"0","0","0","0","0","0","0","0","2476"
"4233","2023","RFCW","3039",,"0","0","0","0","0","0","0","0","3039"
"4234","2023","RFCW","679095",,"0","0","0","0","0","0","0","679095","0"
"4235","2023","RFCW","538622",,"0","0","0","0","0","0","0","538622","0"
"4236","2023","SRMW","606875",,"0","0","0","0","0","0","0","606875","0"
"4237","2023","RFCW","622926",,"0","0","0","0","0","0","0","622926","0"
"4238","2023","NEWE","3486",,"0","0","0","0","0","0","0","0","3486"
"4239","2023","SRMW","235.001","187.01","0","235","0","0","0","0","0","0","0"
"4240","2023","RFCW","481609",,"0","0","0","0","0","0","0","0","0"
"4241","2023","NEWE","5248",,"0","0","0","0","0","0","0","0","5248"
"4242","2023","RFCW","14.001","25.969","0","14","0","0","0","0","0","0","0"
"4243","2023","SRMW","2006",,"0","0","0","0","0","0","0","0","2006"
"4244","2023","RFCW","243933","155917.9","0","0","243933","0","0","0","0","0","0"
"4245","2023","NEWE","3051",,"0","0","0","0","0","0","0","0","3051"
"4246","2023","SRMW","266",,"0","0","0","0","0","0","0","106","213"
"4247","2023","RFCW","1716",,"0","0","0","0","0","0","0","0","1716"
"4248","2023","SPNO","223263.6","75951.54","0","0","223263.6","0","0","0","0","0","0"
"4249","2023","SPNO","17","19.68","0","17","0","0","0","0","0","0","0"
"4250","2023","RFCW","232045","0","0","0","232045","0","0","0","0","0","0"
"4251","2023","SPNO","287834",,"0","0","0","0","0","0","0","287834","0"
"4252","2023","SRMW","14167","0","0","0","0","0","0","0","14167","0","0"
"4253","2023","RFCW","7118","4238.864","0","0","7118","0","0","0","0","0","0"
"4254","2023","SPNO",,,,,,,,,,,
"4255","2023","RFCW","30542","0","0","0","0","0","0","0","30542","0","0"
"4256","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4257","2023","NEWE","2443",,"0","0","0","0","0","0","0","0","2443"
"4258","2023","SPNO","48","38.814","0","9.436","38.564","0","0","0","0","0","0"
"4259","2023","SRMW","3173",,"0","0","0","0","0","0","0","0","3173"
"4260","2023","SPNO","1212637","875291.9","0","0","1212637","0","0","0","0","0","0"
"4261","2023","NEWE","0",,"0","0","0","0","0","0","0","0","0"
"4262","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"4263","2023","RFCW","389281","0","0","0","389281","0","0","0","0","0","0"
"4264","2023","SPNO","157","131.885","0","80.249","76.751","0","0","0","0","0","0"
"4265","2023","NEWE","3020",,"0","0","0","0","0","0","0","0","3020"
"4266","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"4267","2023","RFCW","121022","82042.02","0","0","121022","0","0","0","0","0","0"
"4268","2023","SPNO","483004",,"0","0","0","0","0","0","0","483004","0"
"4269","2023","NEWE","3684",,"0","0","0","0","0","0","0","0","3684"
"4270","2023","RFCW","5840","4238.865","0","0","5840","0","0","0","0","0","0"
"4271","2023","NEWE","5890",,"0","0","0","0","0","0","0","0","5890"
"4272","2023","SPNO","7.001","7.838","0","7","0","0","0","0","0","0","0"
"4273","2023","SRMW","62687","47485.15","0","0","62687","0","0","0","0","0","0"
"4274","2023","RFCW","143637.5","0","25398.39","0","118239.1","0","0","0","0","0","0"
"4275","2023","SPNO","-210.999","15.5","0","-103.681","-107.319","0","0","0","0","0","0"
"4276","2023","RFCW","695",,"0","0","0","0","0","0","0","0","695"
"4277","2023","RFCW","4318",,"0","0","0","0","0","0","0","0","4318"
"4278","2023","NEWE","3919",,"0","0","0","0","0","0","0","0","3919"
"4279","2023","RFCW","1551105","1947621","1521935","0","29169.72","0","0","0","0","0","0"
"4280","2023","NEWE","4548",,"0","0","0","0","0","0","0","0","4548"
"4281","2023","SPNO","1897","1816.344","0","1897","0","0","0","0","0","0","0"
"4282","2023","SPNO","348746",,"0","0","0","0","0","0","0","348746","0"
"4283","2023","RFCW","126.999","29.349","0","0","127","0","0","0","0","0","0"
"4284","2023","SPNO","966191",,"0","0","0","0","0","0","0","966191","0"
"4285","2023","NEWE","2841",,"0","0","0","0","0","0","0","0","2841"
"4286","2023","NEWE","-160",,"0","0","0","0","0","0","0","0","0"
"4287","2023","RFCW",,,,,,,,,,,
"4288","2023","RFCW","43174","28446","0","0","43174","0","0","0","0","0","0"
"4289","2023","SPNO","495168",,"0","0","0","0","0","0","0","495168","0"
"4290","2023","RFCW","3152",,"0","0","0","0","0","0","0","0","3152"
"4291","2023","NEWE","17703",,"0","0","0","0","0","17703","0","0","0"
"4292","2023","NEWE","2323",,"0","0","0","0","0","0","0","0","2323"
"4293","2023","NEWE","2795",,"0","0","0","0","0","0","0","0","2795"
"4294","2023","SPNO","175472",,"0","0","0","0","0","0","0","175472","0"
"4295","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"4296","2023","SRMW","4651",,"0","0","0","0","0","0","0","0","4651"
"4297","2023","RFCW","4067",,"0","0","0","0","0","0","0","0","4067"
"4298","2023","SPNO","106","85.174","0","106","0","0","0","0","0","0","0"
"4299","2023","RFCW","83435","50651.91","0","0","83435","0","0","0","0","0","0"
"4300","2023","NEWE","62758","18099.81","0","0.864","62757.14","0","0","0","0","0","0"
"4301","2023","NEWE","8263",,"0","0","0","0","0","0","0","0","8382"
"4302","2023","RFCW","207844",,"0","0","0","0","0","0","0","207844","0"
"4303","2023","SPNO","-459.003","245.936","0","-55.328","-403.672","0","0","0","0","0","0"
"4304","2023","RFCW","7444",,"0","0","0","0","0","0","0","0","7444"
"4305","2023","RFCW","130","102.65","0","130","0","0","0","0","0","0","0"
"4306","2023","SPNO","35","29.94","0","3.934","31.066","0","0","0","0","0","0"
"4307","2023","SPNO","45109",,"0","0","0","0","0","0","0","45109","0"
"4308","2023","SRMW","234979.2","83792.14","10214.32","0","224764.9","0","0","0","0","0","0"
"4309","2023","NEWE","7514",,"0","0","0","0","0","0","0","0","7514"
"4310","2023","NEWE","8585.78","2940.911","0","0","8585.78","0","0","0","0","0","0"
"4311","2023","RFCW","107604","33687","0","69.178","107534.8","0","0","0","0","0","0"
"4312","2023","SPNO","107336","76190.32","0","0","107336","0","0","0","0","0","0"
"4313","2023","NEWE","49616","33940.18","0","2215.969","47548.03","0","0","0","0","0","0"
"4314","2023","SPNO","45357","0","0","0","0","0","0","0","45357","0","0"
"4315","2023","NEWE","7036",,"0","0","0","0","0","0","0","0","7036"
"4316","2023","RFCW","13559","10282.38","0","4.566","13554.43","0","0","0","0","0","0"
"4317","2023","RFCW","3726",,"0","0","0","0","0","0","0","0","3726"
"4318","2023","NEWE","1382",,"0","0","0","0","0","0","0","0","1382"
"4319","2023","RFCW","17524",,"0","0","0","0","0","0","0","0","17524"
"4320","2023","SRMW","9194",,"0","0","0","0","0","9194","0","0","0"
"4321","2023","RFCW","14004",,"0","0","0","0","0","0","0","0","14004"
"4322","2023","SRMW","13742","8782.41","0","0","13742","0","0","0","0","0","0"
"4323","2023","RFCW","3940",,"0","0","0","0","0","0","0","0","3940"
"4324","2023","NEWE","2311",,"0","0","0","0","0","0","0","0","2311"
"4325","2023","NEWE","4140",,"0","0","0","0","0","0","0","0","4140"
"4326","2023","SPNO","3","2.368","0","3","0","0","0","0","0","0","0"
"4327","2023","NEWE","10531",,"0","0","0","0","0","10531","0","0","0"
"4328","2023","SPNO","12589",,"0","0","0","0","0","0","0","12589","0"
"4329","2023","NEWE","1513",,"0","0","0","0","0","0","0","0","1513"
"4330","2023","SRMW","3768",,"0","0","0","0","0","0","0","0","3768"
"4331","2023","NEWE","2131",,"0","0","0","0","0","0","0","0","2131"
